name,genre,platform,year_of_release,publisher,rating
MotionSports: Adrenaline,Sports,PS3,2011.0,Ubisoft,E
Atelier Iris: Eternal Mana,Role-Playing,PS2,2004.0,Tecmo Koei,T
F.E.A.R. 3,Shooter,PC,2011.0,Warner Bros. Interactive Entertainment,M
Chessmaster: The Art of Learning,Misc,DS,2007.0,Ubisoft,E
Tak: The Great Juju Challenge,Platform,GC,2005.0,THQ,E
Fantasia: Music Evolved,Misc,XOne,2014.0,Disney Interactive Studios,E10+
Knockout Kings 2003,Sports,GC,2002.0,Electronic Arts,T
Bomberman,Puzzle,PSP,2006.0,Konami Digital Entertainment,E
NCAA Football 2004,Sports,GC,2003.0,Electronic Arts,E
XGIII: Extreme G Racing,Racing,GC,2001.0,Acclaim Entertainment,E
Digimon World 4,Role-Playing,PS2,2005.0,Atari,E
Stormrise,Strategy,X360,2009.0,Sega,M
Scripps Spelling Bee,Simulation,DS,2010.0,THQ,E
Major League Baseball 2K11,Sports,Wii,2011.0,Take-Two Interactive,E
The Godfather: Blackhand Edition,Adventure,Wii,2007.0,Electronic Arts,M
Naruto: Powerful Shippuden,Platform,3DS,2012.0,Namco Bandai Games,E10+
American Chopper,Racing,XB,2004.0,Zoo Digital Publishing,T
The Adventures of Tintin: The Game,Action,3DS,2011.0,Ubisoft,E10+
Dynasty Warriors 8,Action,X360,2013.0,Tecmo Koei,T
Kingdom Under Fire: Heroes,Strategy,XB,2005.0,Deep Silver,M
The Terminator: Dawn of Fate,Action,XB,2002.0,Atari,T
Infected,Shooter,PSP,2005.0,THQ,M
Birds of Steel,Simulation,X360,2012.0,Konami Digital Entertainment,T
Cars: Race-O-Rama,Racing,X360,2009.0,THQ,E
NBA Street Homecourt,Sports,PS3,2007.0,Electronic Arts,E
Darksiders II,Action,PC,2012.0,Nordic Games,M
Enthusia Professional Racing,Racing,PS2,2005.0,Konami Digital Entertainment,E
DiRT 3,Racing,PC,2011.0,Codemasters,T
NCAA GameBreaker 2001,Sports,PS2,2000.0,Sony Computer Entertainment,E
Get On Da Mic,Misc,PS2,2004.0,Eidos Interactive,T
Darksiders II,Action,WiiU,2012.0,THQ,M
Gunslingers,Shooter,Wii,2010.0,Neko Entertainment,T
Army Men: Sarge's War,Shooter,GC,2004.0,Global Star,T
Block Party,Misc,Wii,2008.0,Activision,E10+
Little League World Series Baseball 2009,Sports,Wii,2009.0,Activision,E
Arcade Zone,Misc,Wii,2009.0,Activision,E
Project Sylpheed: Arc of Deception,Shooter,X360,2006.0,Microsoft Game Studios,T
Bigfoot: Collision Course,Racing,DS,2009.0,Zoo Digital Publishing,E
Frogger's Adventures: The Rescue,Platform,GC,2003.0,Konami Digital Entertainment,E
NHL 2K10,Sports,PS3,2009.0,Take-Two Interactive,E10+
Family Party: Fitness Fun,Sports,Wii,2010.0,D3Publisher,E10+
The Secret Saturdays: Beasts of the 5th Sun,Action,PS2,2009.0,D3Publisher,E10+
Michael Jackson: The Experience,Misc,PSP,2010.0,Ubisoft,E10+
MLB Power Pros 2008,Sports,PS2,2008.0,Konami Digital Entertainment,E
Sonny with a Chance,Action,DS,2010.0,Disney Interactive Studios,E
WordJong,Puzzle,DS,2007.0,White Park Bay Software,E
Tears to Tiara II: Heir of the Overlord,Role-Playing,PS3,2013.0,Nippon Ichi Software,T
Puzzle Quest: Galactrix,Puzzle,DS,2009.0,D3Publisher,E10+
de Blob 2,Platform,X360,2011.0,THQ,E10+
Disney's The Lion King: Simba's Mighty Adventure,Action,PS,2000.0,Activision,E
Major League Baseball 2K10,Sports,DS,2010.0,Take-Two Interactive,E
Samurai Warriors: Katana,Action,Wii,2007.0,Tecmo Koei,T
NBA 09: The Inside,Sports,PS3,2008.0,Sony Computer Entertainment,E
Kingdom of Paradise,Role-Playing,PSP,2005.0,Sony Computer Entertainment,T
Naruto Shippuden: Legends: Akatsuki Rising,Fighting,PSP,2009.0,Namco Bandai Games,T
Marvel Super Hero Squad: The Infinity Gauntlet,Action,X360,2010.0,THQ,E10+
Bleach: Dark Souls,Fighting,DS,2007.0,Sega,T
Hot Wheels: Battle Force 5,Racing,DS,2009.0,Activision,E10+
Prince of Persia: The Sands of Time,Action,GBA,2003.0,Ubisoft,T
Zoids: Battle Legends,Action,GC,2003.0,Tomy Corporation,T
Ice Age 2: The Meltdown,Platform,DS,2006.0,Vivendi Games,E
Prince of Persia: The Forgotten Sands,Action,DS,2010.0,Ubisoft,E10+
World Series Baseball 2K3,Sports,XB,2003.0,Sega,E
Serious Sam,Shooter,XB,2002.0,Take-Two Interactive,M
Bomberman,Puzzle,DS,2005.0,Ubisoft,E
Killer7,Action,GC,2005.0,Capcom,M
Super Monkey Ball Adventure,Platform,GC,2006.0,Sega,E
FIFA Soccer 2002,Sports,PS,2001.0,Electronic Arts,E
Street Fighter Anniversary Collection,Fighting,XB,2004.0,Capcom,T
Shadow Ops: Red Mercury,Shooter,XB,2004.0,Atari,T
Indigo Prophecy,Adventure,PS2,2005.0,Atari,M
FIFA 06: Road to FIFA World Cup,Sports,X360,2005.0,Electronic Arts,E
NBA ShootOut 2001,Sports,PS2,2001.0,Sony Computer Entertainment,E
Final Fantasy XI: Vana'diel Collection 2008,Role-Playing,X360,2007.0,Square Enix,T
Farm Frenzy: Animal Country,Simulation,DS,2009.0,City Interactive,E
We Sing UK Hits,Misc,Wii,2011.0,Nordic Games,T
Samurai Shodown Anthology,Fighting,PS2,2008.0,Ignition Entertainment,T
Musashi: Samurai Legend,Role-Playing,PS2,2005.0,Atari,T
Build-A-Bear Workshop: Welcome to Hugsville,Misc,DS,2010.0,Game Factory,E
LEGO The Hobbit,Action,PSV,2014.0,Warner Bros. Interactive Entertainment,E10+
Oreshika: Tainted Bloodlines,Role-Playing,PSV,2014.0,Sony Computer Entertainment,T
F1 2001,Racing,PS2,2001.0,Electronic Arts,E
Darksiders,Action,PC,2010.0,THQ,M
Top Gun: Combat Zones,Simulation,GC,2002.0,Titus,E
NHL 09,Sports,PS2,2008.0,Electronic Arts,E10+
Fantastic Four: Rise of the Silver Surfer,Action,PS3,2007.0,Take-Two Interactive,T
All-Star Baseball 2003,Sports,GC,2002.0,Acclaim Entertainment,E
Burger Island,Action,Wii,2009.0,Destineer,E
Rocky,Fighting,XB,2002.0,Rage Software,T
Ford Racing 2,Racing,XB,2003.0,Empire Interactive,E
Rock Band: Metal Track Pack,Misc,X360,2009.0,MTV Games,T
Megamind: Ultimate Showdown,Action,PS3,2010.0,THQ,E10+
Space Invaders Extreme,Shooter,DS,2008.0,Square Enix,E
Thor: God of Thunder,Action,Wii,2011.0,Sega,T
Petz: Dogz Talent Show,Simulation,DS,2009.0,Ubisoft,E
BloodRayne 2,Shooter,XB,2004.0,THQ,M
Jaws Unleashed,Action,XB,2006.0,THQ,M
Star Trek: Voyager Elite Force,Shooter,PS2,2001.0,Codemasters,T
X-Men: The Official Game,Action,GC,2006.0,Activision,T
Brain Boost: Gamma Wave,Puzzle,DS,2005.0,505 Games,E
All-Star Baseball 2003,Sports,GBA,2002.0,Acclaim Entertainment,E
Major League Baseball 2K12,Sports,Wii,2012.0,Take-Two Interactive,E
187: Ride or Die,Racing,PS2,2005.0,Ubisoft,M
Battleborn,Shooter,XOne,2016.0,Take-Two Interactive,T
Geist,Adventure,GC,2005.0,Nintendo,M
The King of Fighters XIV,Fighting,PS4,2016.0,Deep Silver,T
Sword Art Online: Hollow Realization,Role-Playing,PSV,2016.0,Namco Bandai Games,T
The Incredibles: Rise of the Underminer,Action,DS,2005.0,THQ,E10+
Street Fighter Alpha 3,Fighting,GBA,2002.0,Capcom,T
Metal Gear Solid: Peace Walker HD Edition,Action,PS3,2011.0,Konami Digital Entertainment,T
Ridge Racer DS,Racing,DS,2004.0,Namco Bandai Games,E
High Velocity Bowling,Sports,PS3,2010.0,Sony Computer Entertainment,E10+
LEGO Harry Potter Collection,Action,PS4,2016.0,Warner Bros. Interactive Entertainment,E10+
The Quest Trio,Puzzle,DS,2008.0,Avanquest,E
Brain Boost: Beta Wave,Puzzle,DS,2005.0,505 Games,E
Shenmue II,Adventure,DC,2001.0,Sega,T
Armored Core: For Answer,Simulation,X360,2008.0,Ubisoft,T
Major League Baseball 2K8,Sports,PS2,2008.0,Bethesda Softworks,E
Capcom Classics Collection,Misc,XB,2005.0,Capcom,T
Fugitive Hunter: War on Terror,Shooter,PS2,2003.0,Play It,M
The Incredible Hulk: Ultimate Destruction,Action,GC,2005.0,Vivendi Games,T
Candace Kane's Candy Factory,Action,Wii,2008.0,Destineer,E
Prince of Persia: The Two Thrones,Action,GC,2005.0,Ubisoft,M
Blazing Angels 2: Secret Missions of WWII,Simulation,PS3,2007.0,Ubisoft,T
Pac-Man World 3,Platform,XB,2005.0,Namco Bandai Games,E
SNK Arcade Classics Vol. 1,Misc,PSP,2008.0,Ignition Entertainment,T
The Legend of Heroes: Trails of Cold Steel II,Role-Playing,PS3,2014.0,Nippon Ichi Software,T
Backyard Sports: Sandlot Sluggers,Sports,Wii,2010.0,Atari,E
Batman Begins,Action,GC,2005.0,Electronic Arts,T
Nancy Drew: The White Wolf of Icicle Creek,Adventure,Wii,2008.0,Sega,E
Toy Story Racer,Racing,PS,2001.0,Activision,E
Disney's Donald Duck: Goin' Quackers,Platform,PS,2000.0,Ubisoft,E
Ys: The Oath in Felghana,Role-Playing,PSP,2010.0,Falcom Corporation,T
Crash: Twinsanity,Platform,XB,2004.0,Vivendi Games,E
Space Camp,Action,DS,2009.0,Activision,E
SpongeBob's Truth or Square,Action,DS,2009.0,THQ,E
Arena Football,Sports,XB,2006.0,Electronic Arts,E10+
Medal of Honor: Infiltrator,Shooter,GBA,2003.0,Electronic Arts,T
Lego Star Wars: The Force Awakens,Action,WiiU,2016.0,Warner Bros. Interactive Entertainment,E10+
Victorious: Hollywood Arts Debut,Misc,DS,2011.0,D3Publisher,E
The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,DS,2008.0,D3Publisher,E
Super Monkey Ball Deluxe,Misc,XB,2005.0,Sega,E
Jurassic: The Hunted,Shooter,Wii,2009.0,Activision,T
The Cursed Crusade,Action,X360,2011.0,DTP Entertainment,M
Charm Girls Club: Pajama Party,Misc,Wii,2009.0,Electronic Arts,E
SpongeBob's Boating Bash,Misc,DS,2010.0,THQ,E
Earth Defense Force 2025,Shooter,X360,2013.0,D3Publisher,M
NHL 2K10,Sports,X360,2009.0,Take-Two Interactive,E10+
Trivial Pursuit: Bet You Know It,Misc,Wii,2011.0,Electronic Arts,T
Tom Clancy's Ghost Recon,Shooter,GC,2003.0,Ubisoft,M
Pac-Man Party 3D,Misc,3DS,2011.0,Namco Bandai Games,E
Darkstalkers Chronicle: The Chaos Tower,Fighting,PSP,2004.0,Capcom,T
WWE '13,Action,Wii,2012.0,THQ,T
Mad Dash Racing,Racing,XB,2001.0,Eidos Interactive,T
Bakugan Battle Brawlers: Defenders of the Core,Action,X360,2010.0,Activision,E10+
Rayman Origins,Platform,3DS,2012.0,Ubisoft,E10+
Summon Night 5,Role-Playing,PSP,2013.0,Namco Bandai Games,T
Black * Rock Shooter: The Game,Role-Playing,PSP,2011.0,Unknown,T
BMX XXX,Sports,PS2,2002.0,Acclaim Entertainment,M
Boktai: The Sun is in Your Hand,Role-Playing,GBA,2003.0,Konami Digital Entertainment,E
Guilty Gear X2 #Reload,Fighting,XB,2004.0,Zoo Digital Publishing,T
ReCore,Action,XOne,2016.0,Microsoft Game Studios,T
Soldier of Fortune: Payback,Shooter,PS3,2007.0,Activision,M
F1 2012,Racing,PC,2012.0,Codemasters,E
Elf: The Movie,Action,GBA,2004.0,Crave Entertainment,E
MLB SlugFest 20-03,Sports,GC,2002.0,Midway Games,E
Tiger Woods PGA Tour,Sports,DS,2004.0,Electronic Arts,E
Ultimate Board Game Collection,Misc,Wii,2007.0,Xplosiv,E
Grabbed by the Ghoulies,Action,XB,2003.0,Microsoft Game Studios,E
Cars: Mater-National Championship,Racing,X360,2007.0,THQ,E
Shadow Hearts: From The New World,Role-Playing,PS2,2005.0,Ghostlight,T
Rayman Raving Rabbids,Misc,DS,2007.0,Ubisoft,E
Terraria,Action,PC,2011.0,Unknown,T
CSI: 3 Dimensions of Murder,Adventure,PS2,2007.0,Ubisoft,M
Barbarian,Fighting,PS2,2002.0,Titus,T
L.A. Rush,Racing,XB,2005.0,Midway Games,T
Rubik's World,Puzzle,Wii,2008.0,Game Factory,E
Record of Agarest War 2,Role-Playing,PS3,2010.0,Compile Heart,T
QuickSpot,Misc,DS,2006.0,Namco Bandai Games,E10+
Pipe Dreams 3D,Puzzle,PS,2001.0,Empire Interactive,E
Skylanders Giants,Action,3DS,2012.0,Activision,E10+
Spider-Man: Friend or Foe,Action,Wii,2007.0,Activision,E10+
Power Rangers: Super Legends,Action,PS2,2007.0,Disney Interactive Studios,E10+
Jurassic: The Hunted,Shooter,PS2,2009.0,Activision,T
Fatal Frame,Action,PS2,2001.0,Wanadoo,T
Rayman 3,Platform,GBA,2003.0,Ubisoft,E
BlazBlue: Chrono Phantasma Extend,Action,PS4,2015.0,PQube,T
Wild ARMs 4,Role-Playing,PS2,2005.0,505 Games,T
Ratatouille,Action,GC,2007.0,THQ,E
G.I. Joe: The Rise of Cobra,Action,PS2,2009.0,Electronic Arts,T
Casper: Spirit Dimensions,Platform,PS2,2001.0,TDK Mediactive,E
SafeCracker: The Ultimate Puzzle Adventure,Puzzle,DS,2009.0,The Adventure Company,E
Geometry Wars: Galaxies,Shooter,DS,2007.0,Vivendi Games,E
Syndicate,Shooter,PS3,2012.0,EA Games,M
Adrenalin Misfits,Racing,X360,2010.0,Konami Digital Entertainment,E
Karaoke Revolution Glee: Volume 3,Misc,X360,2011.0,Konami Digital Entertainment,T
Cave Story 3D,Platform,3DS,2011.0,Nippon Ichi Software,E10+
Mega Man Powered Up,Platform,PSP,2006.0,Capcom,E
Balloon Pop,Puzzle,DS,2009.0,UFO Interactive,E
Class of Heroes,Role-Playing,PSP,2008.0,Acquire,T
Second Sight,Adventure,PS2,2004.0,Codemasters,T
Heroes of Mana,Strategy,DS,2007.0,Square Enix,E10+
Alien: Isolation,Shooter,PC,2014.0,Sega,M
G.I. Joe: The Rise of Cobra,Action,PSP,2009.0,Electronic Arts,T
Just Cause 3,Action,PC,2015.0,Square Enix,M
Monster House,Adventure,PS2,2006.0,THQ,E10+
Phantom Brave,Role-Playing,PS2,2004.0,Tecmo Koei,T
Thor: God of Thunder,Action,X360,2011.0,Sega,T
Championship Motocross 2001 featuring Ricky Carmichael,Racing,PS,2001.0,THQ,T
FIFA Soccer 2005,Sports,GC,2004.0,Electronic Arts,E
Harvest Moon: Hero of Leaf Valley,Simulation,PSP,2009.0,Rising Star Games,E
Diner Dash: Flo on the Go,Puzzle,DS,2009.0,Zoo Games,E
Hexyz Force,Role-Playing,PSP,2009.0,Atlus,T
Jonny Moseley Mad Trix,Sports,PS2,2001.0,3DO,T
MTV Music Generator 3: This Is the Remix,Misc,PS2,2004.0,Codemasters,T
Cake Mania 3,Simulation,DS,2009.0,Majesco Entertainment,E
Terminator 3: Rise of the Machines,Action,XB,2003.0,Atari,T
SSX On Tour,Sports,XB,2005.0,Electronic Arts,E
NCAA College Basketball 2K3,Sports,XB,2002.0,Sega,E
Victorious Boxers: Revolution,Fighting,Wii,2007.0,Ubisoft,T
Farming Simulator 2013,Simulation,PS3,2013.0,Focus Home Interactive,E
The Legend of Heroes II: Prophecy of the Moonlight Witch,Role-Playing,PSP,2004.0,Namco Bandai Games,E10+
Doom,Shooter,GBA,2001.0,Activision,T
PaRappa The Rapper 2,Misc,PS2,2001.0,Sony Computer Entertainment,E
Super Dodgeball Brawlers,Sports,DS,2008.0,Arc System Works,E
NFL Head Coach 09,Sports,PS3,2008.0,Electronic Arts,E
Hitman: Blood Money,Action,XB,2006.0,Eidos Interactive,M
PANGYA: Fantasy Golf,Sports,PSP,2009.0,Takara Tomy,E10+
Fast Food Panic,Simulation,DS,2010.0,Nobilis,E
Pipe Mania,Puzzle,PS2,2008.0,Empire Interactive,E
Metal Gear Solid V: Ground Zeroes,Action,X360,2014.0,Konami Digital Entertainment,M
Gretzky NHL 06,Sports,PSP,2005.0,Sony Computer Entertainment,E10+
Kid Adventures: Sky Captain,Action,Wii,2010.0,Unknown,E
NFL Blitz 20-03,Sports,XB,2002.0,Midway Games,E
PaRappa The Rapper,Misc,PSP,2006.0,Sony Computer Entertainment,E
Pirates: The Legend of Black Kat,Adventure,PS2,2002.0,Electronic Arts,T
Fur Fighters: Viggo's Revenge,Action,PS2,2001.0,Acclaim Entertainment,T
Thor: God of Thunder,Action,PS3,2011.0,Sega,T
Skylanders Imaginators,Platform,PS4,2016.0,Activision,E10+
The Da Vinci Code,Action,PS2,2006.0,Take-Two Interactive,T
Ford Racing Off Road,Racing,PSP,2008.0,Xplosiv,E
Chicken Shoot,Action,DS,2007.0,Zoo Digital Publishing,E10+
Dead to Rights,Shooter,GC,2002.0,Electronic Arts,M
Scarface: The World is Yours,Action,Wii,2007.0,Vivendi Games,M
Top Spin 4,Sports,Wii,2011.0,Take-Two Interactive,E
Sphinx and the Cursed Mummy,Action,GC,2003.0,THQ,T
Disney's Planes,Simulation,Wii,2013.0,Disney Interactive Studios,E
MX vs. ATV Reflex,Racing,DS,2009.0,THQ,E
Hero's Saga Laevatein Tactics,Role-Playing,DS,2008.0,GungHo,T
Cabela's Outdoor Adventures (2009),Sports,PS2,2009.0,Activision Value,T
Cranium Kabookii,Misc,Wii,2007.0,Ubisoft,E
Active Life Explorer,Sports,Wii,2010.0,Namco Bandai Games,E
XCOM 2,Strategy,PS4,2016.0,Take-Two Interactive,T
Pro Evolution Soccer 2015,Sports,XOne,2014.0,Konami Digital Entertainment,E
Destruction Derby Raw,Racing,PS,2000.0,Sony Computer Entertainment,E
Risen 2: Dark Waters,Role-Playing,X360,2012.0,Deep Silver,M
World Tour Soccer 2003,Sports,PS2,2002.0,Sony Computer Entertainment,E
Arctic Tale,Adventure,DS,2007.0,Zoo Digital Publishing,E
Onimusha Essentials,Action,PS2,2008.0,Capcom,M
Ben 10 Galactic Racing,Racing,3DS,2011.0,D3Publisher,E
ArmA II,Shooter,PC,2009.0,505 Games,M
WWE 2K17,Sports,PS3,2016.0,Take-Two Interactive,T
Spyro: A Hero's Tail,Platform,XB,2004.0,Vivendi Games,E
Cities: Skylines,Simulation,PC,2015.0,Paradox Interactive,E
Drawn to Life Collection,Misc,DS,2010.0,THQ,E
Eternal Poison,Role-Playing,PS2,2008.0,Banpresto,T
Gretzky NHL 06,Sports,PS2,2005.0,Sony Computer Entertainment,E10+
Gungrave: Overdose,Shooter,PS2,2004.0,Play It,M
Metal Slug Anthology,Shooter,Wii,2006.0,Ignition Entertainment,T
The Orange Box,Shooter,PC,2007.0,Electronic Arts,M
Shovel Knight,Platform,3DS,2015.0,Yacht Club Games,E
Pro Evolution Soccer 2015,Sports,X360,2014.0,Konami Digital Entertainment,E
NBA ShootOut 2002,Sports,PS,2001.0,Sony Computer Entertainment,E
Power Gig: Rise of the SixString,Misc,PS3,2010.0,Unknown,T
Mr. Driller: Drill Spirits,Puzzle,DS,2004.0,Nintendo,E
Baldur's Gate: Dark Alliance,Role-Playing,GC,2002.0,Virgin Interactive,T
Dream Pinball 3D,Misc,Wii,2008.0,SouthPeak Games,E10+
Star Wars: Knights of the Old Republic,Role-Playing,PC,2003.0,LucasArts,T
The Operative: No One Lives Forever,Shooter,PS2,2002.0,Electronic Arts,T
Monster House,Adventure,GC,2006.0,THQ,E10+
Backyard Sports: Sandlot Sluggers,Sports,DS,2010.0,Atari,E
Buck Fever,Sports,Wii,2009.0,Destineer,T
Cabela's African Safari,Sports,X360,2006.0,Activision Value,T
Ecco the Dolphin: Defender of the Future,Adventure,PS2,2002.0,Sony Computer Entertainment,E
Just Cause,Action,X360,2006.0,Eidos Interactive,M
Hot Wheels: Beat That!,Racing,Wii,2007.0,Activision,E
X-Blades,Action,X360,2009.0,SouthPeak Games,M
Odin Sphere: Leifthrasir,Role-Playing,PSV,2016.0,Nippon Ichi Software,T
Homefront: The Revolution,Shooter,XOne,2016.0,Deep Silver,M
Godzilla: Save the Earth,Fighting,XB,2004.0,Atari,T
Micro Machines,Racing,PS2,2002.0,Atari,E
TRINITY: Souls of Zill O'll,Role-Playing,PS3,2010.0,Ubisoft Annecy,T
Asphalt: Urban GT 2,Racing,DS,2006.0,Ubisoft,E10+
Virtua Tennis 4,Sports,Wii,2011.0,Sega,E
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Platform,GBA,2005.0,Disney Interactive Studios,E10+
Enclave,Adventure,XB,2002.0,Swing! Entertainment,M
Wild ARMs XF,Role-Playing,PSP,2007.0,505 Games,E10+
7 Days to Die,Action,PS4,2016.0,Telltale Games,M
Rayman Legends,Platform,PSV,2014.0,Ubisoft,E10+
Dino Crisis 3,Action,XB,2003.0,Capcom,M
NFL Blitz 20-03,Sports,GC,2002.0,Midway Games,E
Horse Life Adventures,Simulation,Wii,2008.0,Deep Silver,E
College Hoops 2K8,Sports,PS3,2007.0,Take-Two Interactive,E
Risen,Role-Playing,PC,2009.0,Deep Silver,M
Disney's Chicken Little,Platform,XB,2005.0,Disney Interactive Studios,E10+
Transformers: Devastation,Action,XOne,2015.0,Activision,T
The Darkness II,Shooter,PC,2012.0,Take-Two Interactive,M
Age of Empires: Collector's Edition,Strategy,PC,2000.0,Ubisoft,T
Eragon,Action,X360,2006.0,Vivendi Games,T
Dynasty Warriors 7: Empires,Action,PS3,2012.0,Ubisoft Annecy,T
Super Puzzle Fighter II Turbo,Puzzle,PS,1996.0,Virgin Interactive,E
Star Wars: Jedi Power Battles,Action,GBA,2002.0,THQ,T
Dead Island Definitive Collection,Action,PS4,2016.0,Deep Silver,M
MySims Collection,Misc,Wii,2010.0,Electronic Arts,E
Master Jin Jin's IQ Challenge,Misc,DS,2006.0,505 Games,E
Blazing Angels 2: Secret Missions of WWII,Simulation,X360,2007.0,Ubisoft,T
Rayman Arena,Racing,GC,2002.0,Ubisoft,E
How to Train Your Dragon,Action,X360,2010.0,Activision,E10+
4x4 EVO 2,Racing,GC,2002.0,Vivendi Games,E
Battlefield: Hardline,Shooter,PC,2015.0,Electronic Arts,M
Shining Soul,Role-Playing,GBA,2002.0,Atari,E
Brothers: A Tale of Two Sons,Adventure,PS4,2015.0,505 Games,T
Monster Lab,Role-Playing,DS,2008.0,Eidos Interactive,E10+
Dead Rising 2,Action,PC,2010.0,Capcom,M
Fear Factor: Unleashed,Action,GBA,2004.0,Hip Interactive,T
Hard Rock Casino,Misc,PSP,2007.0,Oxygen Interactive,T
Robots,Action,DS,2005.0,Vivendi Games,E
Bust-A-Move Deluxe,Puzzle,PSP,2006.0,505 Games,E
Murdered: Soul Suspect,Action,PS3,2014.0,Square Enix,M
Pet Pals: Animal Doctor,Simulation,Wii,2008.0,JoWood Productions,E10+
Heroes over Europe,Simulation,X360,2009.0,Ubisoft,T
Alvin and the Chipmunks,Misc,DS,2007.0,Brash Entertainment,E
Create,Action,X360,2010.0,Electronic Arts,E
UEFA Euro 2004: Portugal,Sports,PS2,2004.0,Electronic Arts,E
Happy Feet,Action,Wii,2006.0,Midway Games,E
Hot Wheels: World Race,Racing,GBA,2003.0,THQ,E
NBA Jam,Sports,XB,2003.0,Acclaim Entertainment,E
World Tour Soccer 2002,Sports,PS2,2001.0,Sony Computer Entertainment,E
NBA Ballers: Chosen One,Sports,PS3,2008.0,Midway Games,E
Nicktoons: MLB,Sports,Wii,2011.0,Take-Two Interactive,E
NCIS,Adventure,X360,2011.0,Ubisoft,T
Travel Games For Dummies,Misc,DS,2008.0,Electronic Arts,E
Apex,Racing,XB,2003.0,Atari,E
Persona 4: Arena Ultimax,Fighting,PS3,2014.0,Atlus,T
Tomb Raider: The Prophecy,Action,GBA,2002.0,Ubisoft,T
Vampire Night,Shooter,PS2,2001.0,Sony Computer Entertainment,T
Valhalla Knights: Eldar Saga,Role-Playing,Wii,2009.0,Rising Star Games,T
Rio,Misc,PS3,2011.0,THQ,E10+
World Championship Poker 2: Featuring Howard Lederer,Misc,PSP,2005.0,505 Games,T
BIT.TRIP SAGA,Misc,3DS,2011.0,Rising Star Games,E
Where the Wild Things Are,Platform,DS,2009.0,Warner Bros. Interactive Entertainment,E
Metal Slug 7,Shooter,DS,2008.0,Ignition Entertainment,T
Call of Duty: Infinite Warfare,Shooter,PC,2016.0,Activision,M
MotoGP '06,Racing,X360,2006.0,THQ,E
Tiger Woods PGA Tour 2005,Sports,GC,2004.0,Electronic Arts,E
G.I. Joe: The Rise of Cobra,Action,DS,2009.0,Electronic Arts,E10+
Spider-Man: Edge of Time,Action,DS,2011.0,Activision,E10+
Gourmet Chef: Cook Your Way to Fame,Misc,DS,2008.0,Ubisoft,E
Fashion Studio: Paris Collection,Misc,DS,2009.0,Ubisoft,E
Salt Lake 2002,Sports,PS2,2002.0,Eidos Interactive,E
Gladius,Strategy,XB,2003.0,Activision,T
Legends of Wrestling,Fighting,XB,2002.0,Acclaim Entertainment,T
